19:27:6 21/1/2012 (207-118-76-134.dyn.centurytel.net) SmallBasicLibrary
8:23:8 4/7/2016 (195.190.16.81) LitDev_v1.2.zip
8:44:53 4/7/2016 (as8230.ess.nthu.edu.tw) LitDev_v1.2.zip
18:3:15 4/7/2016 (16-125-dynamic.kti.rs) LitDev_v1.2.zip
18:6:19 4/7/2016 (16-125-dynamic.kti.rs) LitDev_v1.2.zip
22:46:35 4/7/2016 (b-internet.212.20.34.226.nsk.rt.ru) Events_Source.zip
23:55:27 4/7/2016 (b-internet.212.20.34.226.nsk.rt.ru) LitDev_v1.2.zip
4:3:0 5/7/2016 (105.79.broadband3.iol.cz) LitDev_v1.2.zip
5:42:37 5/7/2016 (121-73-107-154.cable.telstraclear.net) samples.zip
6:16:8 5/7/2016 (41.100.2.168) LitDev_v1.2.zip
6:16:42 5/7/2016 (41.100.2.168) LitDev_v1.2.zip
9:7:5 5/7/2016 (93-172-194-252.bb.netvision.net.il) SBExtension.zip
17:11:59 5/7/2016 (dhcp-108-168-99-167.cable.user.start.ca) LitDev_v1.2.zip
1:32:44 6/7/2016 (93-172-194-252.bb.netvision.net.il) LitDev3D_Source.zip
1:32:55 6/7/2016 (93-172-194-252.bb.netvision.net.il) Media.zip
1:33:1 6/7/2016 (93-172-194-252.bb.netvision.net.il) LitDev3D_64bit.zip
4:24:16 6/7/2016 (proxy.mtp.es) LitDev_Source.zip
4:24:16 6/7/2016 (proxy.mtp.es) LitDev_Source.zip
5:46:33 6/7/2016 (webdefence-pool-02.cluster-j.websense.net) LitDev_v1.2.zip
5:46:47 6/7/2016 (webdefence-pool-02.cluster-j.websense.net) LitDev_v1.2.zip
5:48:54 6/7/2016 (webdefence-pool-02.cluster-j.websense.net) samples.zip
5:49:3 6/7/2016 (webdefence-pool-02.cluster-j.websense.net) SmallBasicExtensionCompiler_v1.0.zip
8:39:5 6/7/2016 (158.red-81-43-192.staticip.rima-tde.net) LitDev_v1.2.zip
8:42:46 6/7/2016 (158.red-81-43-192.staticip.rima-tde.net) LitDev_v1.2.zip
8:56:42 6/7/2016 (105.090.dsl.pth.iprimus.net.au) LitDev_v1.2.zip
14:18:8 6/7/2016 (c-71-203-104-223.hsd1.fl.comcast.net) LitDev_v1.2.zip
15:55:34 6/7/2016 (ip565e53c6.direct-adsl.nl) LitDev_Source.zip
18:15:56 6/7/2016 (41.100.27.109) samples.zip
18:16:2 6/7/2016 (41.100.27.109) SmallBasicLibrary.zip
18:16:27 6/7/2016 (41.100.27.109) WritingExtensionGuide.zip
18:17:8 6/7/2016 (41.100.27.109) SmallBasicExtensionCompiler_v1.2.zip
18:17:28 6/7/2016 (41.100.27.109) ExtensionManager.zip
20:54:2 6/7/2016 (5.254.65.179) LitDev_v1.2.zip
3:32:21 7/7/2016 (cable-62-233-220-162.sttb.pl) LitDev_v1.2.zip
6:41:33 7/7/2016 (cable-62-233-220-162.sttb.pl) LitDev_v1.2.zip
6:42:44 7/7/2016 (cable-62-233-220-162.sttb.pl) LitDev3D_Source.zip
6:42:50 7/7/2016 (cable-62-233-220-162.sttb.pl) WaveForms_v1.1.zip
6:42:53 7/7/2016 (cable-62-233-220-162.sttb.pl) WaveForms_v1.2.zip
6:42:57 7/7/2016 (cable-62-233-220-162.sttb.pl) WaveForms_v1.0.zip
6:43:2 7/7/2016 (cable-62-233-220-162.sttb.pl) LitDev_Source.zip
8:52:31 7/7/2016 (webdefence-pool-02.cluster-j.websense.net) TextBoxFocus_Source.zip
10:11:23 7/7/2016 (webdefence-pool-02.cluster-j.websense.net) LitDev_v1.2.zip
13:34:46 7/7/2016 (2.24.100.142) LitDev_v1.2.zip
13:35:14 7/7/2016 (2.24.100.142) LitDev_Source.zip
13:37:37 7/7/2016 (2.24.100.142) SmallBasicExtensionCompiler_v1.2.zip
13:38:8 7/7/2016 (2.24.100.142) ExtensionManager.zip
13:41:44 7/7/2016 (2.24.100.142) SmallBasicLibrary.zip
13:41:56 7/7/2016 (2.24.100.142) samples.zip
13:42:24 7/7/2016 (2.24.100.142) SerialPort_Source.zip
13:45:36 7/7/2016 (2.24.100.142) LitDev_v1.2.zip
14:47:36 7/7/2016 (msnbot-157-55-39-140.search.msn.com) 
21:30:26 7/7/2016 (50.21.196.218) LitDev_v1.2.zip
23:25:18 7/7/2016 (50.21.196.218) LitDev_v1.2.zip
5:27:6 8/7/2016 (bband-dyn92.95-103-140.t-com.sk) LitDev_v1.0.zip
5:28:36 8/7/2016 (bband-dyn92.95-103-140.t-com.sk) LitDev_v1.2.zip
5:29:51 8/7/2016 (195.190.16.82) WritingExtensionGuide.zip
7:1:39 8/7/2016 (opt-115-30-213-129.client.pikara.ne.jp) SerialPort_Source.zip
9:47:32 8/7/2016 (92.40.249.188.threembb.co.uk) Media.zip
16:33:44 8/7/2016 (cpe-23-240-75-7.socal.res.rr.com) LitDev_v1.2.zip
16:40:22 8/7/2016 (cpe-23-240-75-7.socal.res.rr.com) LitDev_v1.0.zip
17:51:31 8/7/2016 (a24-06-10.opera-mini.net) LitDev_v1.2.zip
1:7:3 9/7/2016 (101.166.209.50) LitDev_v1.2.zip
1:29:30 9/7/2016 (101.166.209.50) LitDev_v1.2.zip
10:6:1 9/7/2016 (209-188-57-158.dsl.atmc.net) LitDev_v1.2.zip
16:55:34 9/7/2016 (cpe-23-240-75-7.socal.res.rr.com) LitDev_v1.2.zip
20:19:29 9/7/2016 (12.183.130.2) SmallBasicLibrary.zip
9:51:1 10/7/2016 (104.37.broadband4.iol.cz) SmallBasicLibrary.zip
9:51:10 10/7/2016 (104.37.broadband4.iol.cz) samples.zip
9:51:24 10/7/2016 (104.37.broadband4.iol.cz) hello-world-test_v1.2.zip
9:51:36 10/7/2016 (104.37.broadband4.iol.cz) ExtensionManager.zip
9:55:23 10/7/2016 (104.37.broadband4.iol.cz) LitDev_Source.zip
9:55:36 10/7/2016 (104.37.broadband4.iol.cz) LitDev_v1.2.zip
2:49:16 11/7/2016 (cable-62-233-220-162.sttb.pl) SmallBasicExtensionCompiler_v1.2.zip
4:1:16 11/7/2016 (cable-62-233-220-162.sttb.pl) SmallBasicExtensionCompiler_v1.1.zip
4:1:21 11/7/2016 (cable-62-233-220-162.sttb.pl) SmallBasicExtensionCompiler_v1.0.zip
5:3:50 11/7/2016 (36.83.206.35) LitDev_v1.2.zip
9:7:22 11/7/2016 (adsl-178-38-181-31.adslplus.ch) LitDev_v1.2.zip
10:22:57 11/7/2016 (host109-158-107-42.range109-158.btcentralplus.com) LitDev_v1.2.zip
13:32:23 11/7/2016 (05269C59.dsl.pool.telekom.hu) Media.zip
13:49:17 11/7/2016 (msnbot-207-46-13-6.search.msn.com) 
15:20:24 11/7/2016 (51.0.broadband2.iol.cz) samples.zip
16:42:35 11/7/2016 (204-195-31-154.or.wavecable.com) LitDev_v1.2.zip
9:1:8 12/7/2016 (05269C59.dsl.pool.telekom.hu) Media.zip
10:36:19 12/7/2016 (webdefence-pool-02.cluster-j.websense.net) SerialPort_Source.zip
14:55:51 12/7/2016 (user-94-254-146-192.play-internet.pl) LitDev_v1.2.zip
14:58:16 12/7/2016 (user-94-254-146-192.play-internet.pl) SerialPort_Source.zip
14:58:17 12/7/2016 (user-94-254-146-192.play-internet.pl) SerialPort_Source.zip
15:7:10 12/7/2016 (user-94-254-146-192.play-internet.pl) LitDev_v1.1.zip
15:12:18 12/7/2016 (user-94-254-146-192.play-internet.pl) SmallBasicLibrary.zip
15:12:38 12/7/2016 (user-94-254-146-192.play-internet.pl) samples.zip
10:43:48 13/7/2016 (53521478.cm-6-3a.dynamic.ziggo.nl) LitDev_Source.zip
10:44:6 13/7/2016 (53521478.cm-6-3a.dynamic.ziggo.nl) LitDev_v1.2.zip
8:25:42 14/7/2016 (60.153.broadband15.iol.cz.153.182.90.in-addr.arpa) samples.zip
8:26:55 14/7/2016 (60.153.broadband15.iol.cz.153.182.90.in-addr.arpa) samples.zip
21:27:34 14/7/2016 (186.247.157.208) LitDev_v1.2.zip 
21:29:39 14/7/2016 (186.247.157.208) LitDev_Source.zip
8:54:58 15/7/2016 (p4FFACD04.dip0.t-ipconnect.de) LitDev_Source.zip
8:55:13 15/7/2016 (p4FFACD04.dip0.t-ipconnect.de) LitDev_v1.2.zip
9:35:10 15/7/2016 (p4FFACD04.dip0.t-ipconnect.de) LitDev_v1.2.zip
9:36:46 15/7/2016 (p4FFACD04.dip0.t-ipconnect.de) LitDev_v1.2.zip
9:37:2 15/7/2016 (p4FFACD04.dip0.t-ipconnect.de) LitDev_v1.2.zip
9:39:20 15/7/2016 (p4FFACD04.dip0.t-ipconnect.de) LitDev_v1.2.zip
12:13:15 15/7/2016 (26-219-164-193-static.pro-com.cz) samples.zip
12:26:9 15/7/2016 (104-63-9-140.lightspeed.snantx.sbcglobal.net) LitDev_v1.2.zip
12:27:19 15/7/2016 (104-63-9-140.lightspeed.snantx.sbcglobal.net) samples.zip
13:45:45 15/7/2016 (p4FFACD04.dip0.t-ipconnect.de) LitDev_v1.2.zip
14:10:41 15/7/2016 (regystro.com) 
17:8:40 15/7/2016 (177.237.155.109.cable.dyn.cableonline.com.mx) TextBoxFocus_Source.zip
8:5:42 16/7/2016 (bband-dyn40.95-103-129.t-com.sk) SmallBasic-v1.2.msi
8:9:40 16/7/2016 (bband-dyn40.95-103-129.t-com.sk) LitDev_v1.2.zip
10:56:43 16/7/2016 (51.0.broadband2.iol.cz) LitDev_v1.2.zip
10:58:19 16/7/2016 (51.0.broadband2.iol.cz) LitDev_v1.2.zip
14:30:34 16/7/2016 (51.0.broadband2.iol.cz) LitDev_v1.2.zip
9:15:35 17/7/2016 (94.240.172.172) LitDev_v1.2.zip
9:26:43 17/7/2016 (dhcp-108-168-99-167.cable.user.start.ca) TrigD_Source.zip
9:27:10 17/7/2016 (94.240.172.172) samples.zip
9:27:15 17/7/2016 (94.240.172.172) SmallBasicLibrary.zip
9:28:58 17/7/2016 (94.240.172.172) LitDev_v1.1.zip
10:2:58 17/7/2016 (104-63-9-140.lightspeed.snantx.sbcglobal.net) LitDev_v1.2.zip
10:5:48 17/7/2016 (104-63-9-140.lightspeed.snantx.sbcglobal.net) ExtensionManager.zip
16:54:31 17/7/2016 (177-89-158-59.cable.cabotelecom.com.br) LitDev_v1.2.zip
19:19:15 17/7/2016 (p4FF7E1C5.dip0.t-ipconnect.de) LitDev_v1.2.zip
19:19:38 17/7/2016 (p4FF7E1C5.dip0.t-ipconnect.de) LitDev_v1.2.zip
19:38:46 17/7/2016 (p4FF7E1C5.dip0.t-ipconnect.de) SmallBasic-v1.2.msi
19:39:26 17/7/2016 (p4FF7E1C5.dip0.t-ipconnect.de) SmallBasicLibrary.zip
19:39:50 17/7/2016 (p4FF7E1C5.dip0.t-ipconnect.de) samples.zip
19:41:58 17/7/2016 (p4FF7E1C5.dip0.t-ipconnect.de) LitDev_v1.2.zip
20:3:32 17/7/2016 (177-89-158-59.cable.cabotelecom.com.br) LitDev_v1.2.zip
21:26:31 17/7/2016 (p4FF7E1C5.dip0.t-ipconnect.de) SmallBasicLibrary.zip
4:9:2 18/7/2016 (134.76.153.244) LitDev_v1.2.zip
4:44:42 18/7/2016 (cable-62-233-220-162.sttb.pl) LitDev_Test.zip
4:46:2 18/7/2016 (cable-62-233-220-162.sttb.pl) WritingExtensionGuide.zip
7:10:55 18/7/2016 (32.211.177.31) LitDev_v1.2.zip
7:12:40 18/7/2016 (32.211.177.31) LitDev_v1.2.zip
8:38:10 18/7/2016 (79.174.160.226) LitDev_v1.2.zip
14:47:19 18/7/2016 (msnbot-157-55-39-114.search.msn.com) 
20:27:26 18/7/2016 (cpc69687-king11-2-0-cust323.19-1.cable.virginm.net) LitDev_v1.2.zip
7:58:14 19/7/2016 (ip503cff74.speed.planet.nl) LitDev_v1.2.zip
22:39:13 19/7/2016 (41.189.162.2) LitDev_v1.2.zip
7:0:23 20/7/2016 (host-89-240-153-105.as13285.net) LitDev_v1.2.zip
9:16:57 20/7/2016 (41.189.228.176) LitDev_v1.2.zip
10:4:58 20/7/2016 (msnbot-157-55-39-99.search.msn.com) 
10:26:16 20/7/2016 (h166.88.91.75.dynamic.ip.windstream.net) Music_Source.zip
10:58:14 20/7/2016 (h166.88.91.75.dynamic.ip.windstream.net) Spawn_Source.zip
21:11:4 20/7/2016 (177-89-158-59.cable.cabotelecom.com.br) LitDev_v1.1.zip
21:11:18 20/7/2016 (177-89-158-59.cable.cabotelecom.com.br) LitDev_v1.2.zip
21:32:38 20/7/2016 (177-89-158-59.cable.cabotelecom.com.br) LitDev_v1.2.zip
8:12:8 21/7/2016 (ble59-3-82-226-203-90.fbx.proxad.net) samples.zip
8:29:45 21/7/2016 (ble59-3-82-226-203-90.fbx.proxad.net) SmallBasicLibrary.zip
9:54:47 21/7/2016 (dslb-084-059-056-178.084.059.pools.vodafone-ip.de) WritingExtensionGuide.zip
13:26:15 22/7/2016 (cpe-184-153-251-70.twcny.res.rr.com) LitDev_v1.2.zip
3:57:16 23/7/2016 (dynamicip-188-232-176-145.pppoe.omsk.ertelecom.ru) LitDev_v1.2.zip
6:0:40 24/7/2016 (103.231.162.138) samples.zip
6:1:13 24/7/2016 (103.231.162.138) samples.zip
7:58:25 25/7/2016 (host109-145-236-148.range109-145.btcentralplus.com) LitDev_v1.2.zip
8:45:59 25/7/2016 (ip5b41694f.dynamic.kabel-deutschland.de) LitDev_v1.0.zip
10:9:20 25/7/2016 (ble59-3-82-226-203-90.fbx.proxad.net) LitDev_v1.2.zip
10:40:4 25/7/2016 (ble59-3-82-226-203-90.fbx.proxad.net) SerialPort_Source.zip
11:19:28 25/7/2016 (cable-52-57-206.b2b2c.ca) LitDev_v1.2.zip
13:8:38 25/7/2016 (kcc-122-255-150-89.kamakuranet.ne.jp) LitDev_v1.2.zip
16:1:33 25/7/2016 (201-63-132-162.customer.tdatabrasil.net.br) LitDev_v1.2.zip
16:1:53 25/7/2016 (201-63-132-162.customer.tdatabrasil.net.br) LitDev_v1.2.zip
19:35:56 25/7/2016 (ool-944a40da.dyn.optonline.net) ExtensionManager.zip
21:55:7 25/7/2016 (CPE-121-209-107-122.pybm1.wa.bigpond.net.au) LitDev_v1.2.zip
4:14:49 26/7/2016 (199.19.249.196) 
4:14:51 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) LitDev_v1.2.zip
4:15:16 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) LitDev_Test.zip
4:15:32 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) LitDev_v1.1.zip
4:15:57 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) LitDev_v1.1.zip
4:22:20 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) Colours_Source.zip
4:22:27 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) SerialPort_Source.zip
4:22:29 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) Music_Source.zip
4:22:32 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) Speech_Source.zip
4:22:35 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) Events_Source.zip
4:22:38 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) TrigD_Source.zip
4:22:41 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) ShapesExtension_Source.zip
4:22:49 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) samples.zip
4:22:58 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) SmallBasicLibrary.zip
4:23:2 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) SmallBasic-v0.8.msi
4:23:21 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) SmallBasic-v0.95.msi
4:25:24 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) ../languages/lang-hi.zip
4:25:30 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) ../languages/lang-el.zip
4:25:33 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) ../languages/lang-no.zip
4:25:42 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) SmallBasicExtensionCompiler_v1.2.zip
4:26:49 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) Events_Source.zip
4:27:8 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) WaveForms_v1.1.zip
4:28:12 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) Media.zip
4:28:16 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) LitDev3D_Source.zip
4:28:22 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) LitDev3D_64bit.zip
4:35:15 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) WaveForms_v1.2.zip
4:35:20 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) WaveForms_v1.1.zip
4:35:23 26/7/2016 (132.zone-217.12.16.juntadeandalucia.es) WaveForms_v1.0.zip
4:40:6 26/7/2016 (91.141.3.52.wireless.dyn.drei.com) LitDev_v1.2.zip
6:34:40 26/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_v1.2.zip
6:34:47 26/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_Test.zip
6:35:16 26/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_v1.1.zip
6:35:25 26/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_v1.2.zip
6:35:33 26/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_v1.0.zip
6:35:44 26/7/2016 (161.197.158.146.dynamic.jazztel.es) SerialPort_Source.zip
9:9:46 26/7/2016 (CPE-123-211-242-84.lnse4.woo.bigpond.net.au) LitDev_v1.2.zip
9:9:49 26/7/2016 (CPE-123-211-242-84.lnse4.woo.bigpond.net.au) LitDev_Test.zip
5:46:26 27/7/2016 (ip503cff74.speed.planet.nl) LitDev_v1.2.zip
15:29:16 27/7/2016 (c-206-192-248-60.alyrica.net) LitDev_Test.zip
6:12:55 28/7/2016 (ip503cff74.speed.planet.nl) LitDev_v1.2.zip
6:14:30 28/7/2016 (ppp89-110-59-107.pppoe.avangarddsl.ru) LitDev_v1.2.zip
6:14:59 28/7/2016 (ppp89-110-59-107.pppoe.avangarddsl.ru) LitDev_Source.zip
16:36:27 28/7/2016 (26.175.1.85.dynamic.wline.res.cust.swisscom.ch) LitDev_v1.2.zip
18:28:49 28/7/2016 (CPE-121-208-227-95.mjcz2.cha.bigpond.net.au) SmallBasicLibrary.zip
5:46:32 29/7/2016 (msnbot-207-46-13-24.search.msn.com) 
8:36:46 29/7/2016 (194.204.66.58) SerialPort_Source.zip
8:36:51 29/7/2016 (199.19.249.196) 
18:26:28 29/7/2016 (71-80-3-58.dhcp.sffl.va.charter.com) LitDev_v1.2.zip
18:28:55 29/7/2016 (178-191-22-80.adsl.highway.telekom.at) ../languages/lang-ur.zip
21:13:16 29/7/2016 (123-192-234-21.dynamic.kbronet.com.tw) LitDev_v1.2.zip
22:47:36 29/7/2016 (175.13.248.183) LitDev_v1.2.zip
22:50:35 29/7/2016 (.) 
23:9:27 29/7/2016 (175.13.248.183) LitDev_v1.2.zip
23:9:51 29/7/2016 (175.13.248.183) LitDev_v1.2.zip
23:10:13 29/7/2016 (175.13.248.183) LitDev_Source.zip
23:11:35 29/7/2016 (175.13.248.183) LitDev_v1.2.zip
23:12:40 29/7/2016 (124-248-221-124.as4646.net) LitDev_v1.2.zip
23:13:6 29/7/2016 (124-248-221-124.as4646.net) LitDev_v1.2.zip
23:13:12 29/7/2016 (124-248-221-124.as4646.net) LitDev_v1.2.zip
23:13:23 29/7/2016 (124-248-221-124.as4646.net) LitDev_v1.2.zip
23:14:41 29/7/2016 (140.207.185.107) 
23:40:42 29/7/2016 (msnbot-207-46-13-128.search.msn.com) 
7:23:17 30/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_v1.2.zip 
7:23:30 30/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_v1.2.zip 
7:23:33 30/7/2016 (161.197.158.146.dynamic.jazztel.es) LitDev_Source.zip
12:15:40 30/7/2016 (194.11.28.21) LitDev_v1.2.zip
12:16:43 30/7/2016 (194.11.28.21) LitDev_Source.zip
12:18:43 30/7/2016 (194.11.28.21) samples.zip
12:18:50 30/7/2016 (194.11.28.21) SmallBasicLibrary.zip
12:19:17 30/7/2016 (194.11.28.21) WritingExtensionGuide.zip
12:19:32 30/7/2016 (194.11.28.21) LitDevUtilities.zip
12:19:37 30/7/2016 (194.11.28.21) LitDevUtilities_Source.zip
12:19:48 30/7/2016 (194.11.28.21) SmallBasicExtensionCompiler_v1.2.zip
12:20:0 30/7/2016 (194.11.28.21) SBExtension.zip
13:56:29 30/7/2016 (50.35.66.176) LitDev_Test.zip
13:58:10 30/7/2016 (50.35.66.176) LitDev_v1.2.zip
15:17:31 30/7/2016 (85.203.32.240) LitDev_v1.2.zip
16:58:25 30/7/2016 (140.red-88-6-227.staticip.rima-tde.net) samples.zip
5:53:25 31/7/2016 (146.232.180.131) LitDev_v1.2.zip
5:54:38 31/7/2016 (146.232.180.131) WaveForms_v1.0.zip
15:11:50 31/7/2016 (185.19.21.222) LitDev_v1.2.zip
3:0:25 1/8/2016 (108.171.159.41) LitDev_v1.2.zip
21:38:7 1/8/2016 (187.16.54.22) LitDev_v1.2.zip
2:24:48 2/8/2016 (222-152-129-95.jetstream.xtra.co.nz) samples.zip
2:26:12 2/8/2016 (222-152-129-95.jetstream.xtra.co.nz) SmallBasicLibrary.zip
0:8:24 3/8/2016 (mx-ll-14.207.52-16.dynamic.3bb.co.th) LitDev_v1.2.zip
0:8:37 3/8/2016 (mx-ll-14.207.52-16.dynamic.3bb.co.th) LitDev_v1.2.zip
0:23:43 3/8/2016 (mx-ll-14.207.52-16.dynamic.3bb.co.th) ShapesExtension_Source.zip
0:31:58 3/8/2016 (mx-ll-14.207.52-16.dynamic.3bb.co.th) hello-world-test_v1.0.zip
0:32:28 3/8/2016 (mx-ll-14.207.52-16.dynamic.3bb.co.th) ExtensionManager.zip
3:43:46 3/8/2016 (ppp-93-104-151-235.dynamic.mnet-online.de) LitDev_v1.2.zip
3:44:0 3/8/2016 (ppp-93-104-151-235.dynamic.mnet-online.de) LitDev_Source.zip
15:58:19 3/8/2016 (etn104.neoplus.adsl.tpnet.pl) SmallBasic-v0.8.msi
15:58:48 3/8/2016 (etn104.neoplus.adsl.tpnet.pl) SmallBasic-v1.0.msi
17:35:18 3/8/2016 (210.73.5.239) SmallBasicLibrary.zip
17:35:32 3/8/2016 (210.73.5.239) WritingExtensionGuide.zip
6:12:5 4/8/2016 (ip503cff74.speed.planet.nl) LitDev_v1.2.zip
6:17:37 4/8/2016 (191-17-206-41.user.vivozap.com.br) hello-world-test_v1.0.zip
6:50:28 4/8/2016 (msnbot-157-55-39-93.search.msn.com) 
7:9:39 4/8/2016 (79-67-222-175.dynamic.dsl.as9105.com) LitDev_v1.2.zip
10:50:30 4/8/2016 (dhcp-108-168-99-167.cable.user.start.ca) LitDev_Source.zip
10:53:24 4/8/2016 (dhcp-108-168-99-167.cable.user.start.ca) LitDev_v1.2.zip
19:49:21 4/8/2016 (ool-43514e6b.dyn.optonline.net) LitDev_v1.2.zip
22:58:0 4/8/2016 (ool-4574d915.dyn.optonline.net) LitDev_v1.2.zip
22:58:3 4/8/2016 (ool-4574d915.dyn.optonline.net) LitDev_Source.zip
23:0:30 4/8/2016 (ool-4574d915.dyn.optonline.net) SmallBasicLibrary.zip
23:0:57 4/8/2016 (ool-4574d915.dyn.optonline.net) ExtensionManager.zip
23:23:22 4/8/2016 (ool-4574d915.dyn.optonline.net) samples.zip
15:31:24 5/8/2016 (ool-43514e6b.dyn.optonline.net) ExtensionManager.zip
15:33:53 5/8/2016 (ool-43514e6b.dyn.optonline.net) SmallBasicExtensionCompiler_v1.2.zip
15:34:17 5/8/2016 (ool-43514e6b.dyn.optonline.net) WritingExtensionGuide.zip
15:45:39 5/8/2016 (ool-43514e6b.dyn.optonline.net) WritingExtensionGuide.zip
17:57:54 5/8/2016 (ip-78-102-49-29.net.upcbroadband.cz) SmallBasicLibrary.zip
17:58:10 5/8/2016 (ip-78-102-49-29.net.upcbroadband.cz) WritingExtensionGuide.zip
12:33:2 7/8/2016 (217.118.79.42) LitDev_v1.2.zip
12:34:16 7/8/2016 (217.118.79.42) LitDev_v1.2.zip
16:49:29 7/8/2016 (fe-i134-pc26.mohawkc.on.ca) LitDev_v1.2.zip
16:49:36 7/8/2016 (fe-i134-pc26.mohawkc.on.ca) LitDev_v1.2.zip
8:14:5 8/8/2016 (213-240-110-255.adsl.highway.telekom.at) ../languages/lang-ur.zip
8:40:7 8/8/2016 (189.44.214.88) LitDev_v1.2.zip
11:27:42 8/8/2016 (dslb-084-059-050-204.084.059.pools.vodafone-ip.de) LitDev_v1.2.zip
11:27:52 8/8/2016 (dslb-084-059-050-204.084.059.pools.vodafone-ip.de) LitDev_Source.zip
11:42:25 8/8/2016 (dslb-084-059-050-204.084.059.pools.vodafone-ip.de) LitDev_v1.2.zip
1:57:44 9/8/2016 (199.19.249.196) 
1:57:45 9/8/2016 (131.207.242.128) LitDev_v1.2.zip
1:58:7 9/8/2016 (131.207.242.128) LitDev_Source.zip
3:50:19 9/8/2016 (p54B1CAA2.dip0.t-ipconnect.de) SmallBasicLibrary.zip
6:35:9 9/8/2016 (msnbot-157-55-39-136.search.msn.com) 
9:16:50 9/8/2016 (a19-09-06.opera-mini.net) LitDev_v1.2.zip
9:32:18 9/8/2016 (a19-09-06.opera-mini.net) LitDev_v1.2.zip
11:1:1 9/8/2016 (195.124.31.220) LitDev_v1.2.zip
15:17:19 9/8/2016 (p54B1CAA2.dip0.t-ipconnect.de) LitDev_v1.2.zip
17:3:49 9/8/2016 (ool-944a4214.dyn.optonline.net) LitDev_v1.2.zip
2:14:40 10/8/2016 (195.177.237.210) LitDev_v1.2.zip
4:24:25 10/8/2016 (195.124.31.220) LitDev_v1.2.zip
4:24:27 10/8/2016 (195.124.31.220) LitDev_v1.2.zip
6:50:49 10/8/2016 (ALyon-652-1-152-34.w90-15.abo.wanadoo.fr) LitDev_v1.2.zip
9:10:51 10/8/2016 (ip503cff74.speed.planet.nl) LitDev_v1.2.zip
11:38:25 10/8/2016 (www.mathieson.eu) LitDev_v1.2.zip
15:5:50 10/8/2016 (cpe-141-138-106-20.enet.vn.ua) LitDev_v1.2.zip
10:21:33 11/8/2016 (116.88.128.156) LitDev_v1.2.zip
13:41:51 11/8/2016 (94.54.103.218) LitDev_v1.2.zip
14:34:5 11/8/2016 (94.54.103.218) Media.zip
0:54:56 12/8/2016 (173.65.207.26) LitDev_v1.2.zip
1:16:32 12/8/2016 (173.65.207.26) LitDev_v1.2.zip
1:29:28 12/8/2016 (173.65.207.26) SerialPort_Source.zip
6:18:13 12/8/2016 (93-63-158-101.ip28.fastwebnet.it) LitDev_v1.2.zip
6:18:38 12/8/2016 (93-63-158-101.ip28.fastwebnet.it) LitDev_v1.2.zip
13:20:21 13/8/2016 (p57A9B4D5.dip0.t-ipconnect.de) samples.zip
15:4:53 13/8/2016 (80-219-210-242.dclient.hispeed.ch) samples.zip
12:18:15 14/8/2016 (cpe-92-37-34-242.dynamic.amis.net) LitDev_v1.2.zip
12:23:58 14/8/2016 (cpe-92-37-34-242.dynamic.amis.net) LitDev_v1.2.zip
12:24:8 14/8/2016 (cpe-92-37-34-242.dynamic.amis.net) LitDev_v1.2.zip
12:47:57 14/8/2016 (cpe-92-37-34-242.dynamic.amis.net) samples.zip
12:48:8 14/8/2016 (cpe-92-37-34-242.dynamic.amis.net) SmallBasicLibrary.zip
12:49:49 14/8/2016 (cpe-92-37-34-242.dynamic.amis.net) Colours_Source.zip
13:47:21 14/8/2016 (cpe-92-37-34-242.dynamic.amis.net) samples.zip
